ID,ProdID,Rating,ReviewCount,Category,Brand,Name,ImageURL,Description,Tags,Product Price
964,1,5,1,Beauty > Beauty by Top Brands > COVERGIRL > COVERGIRL Lipstick,COVERGIRL,"Covergirl Outlast UltiMatte One Step Liquid Lip Color, Brew-tiful Day, 0.11 oz",https://i5.walmartimages.com/asr/2ed7a79f-8a35-4c6d-a703-307112d4995b_1.c7a72cf0ed58f27d17b3fb63fec87151.jpeg | https://i5.walmartimages.com/asr/75c989a2-7605-41c5-9e6f-d9776568b2b0.71c7b01acf943a06cdde3ebb9503318a.jpeg | https://i5.walmartimages.com/asr/86dbc0e4-5e7c-4e12-8e78-bfea0f8b557f.960a7406bddf074e2b441635d207daf6.jpeg | https://i5.walmartimages.com/asr/ebbab7ef-6fb7-4eef-b0db-470e8c7a19ba.3f565be32f605e3871c6001293735462.jpeg,"Covergirl Outlast UltiMatte One Step Liquid Lip Color gives you an intense matte color that lasts up to 24 hours of comfortable wear. The matte lip color is formulated to be transfer resistant and leaves lips feeling moisturized. SINGLE SWIPE: Delivers intense matte color in one swipe TRANSFER RESISTANT: Liquid lip color formula doesnt bleed or feather 24-HOUR COMFORTABLE WEAR: Glides on smoothly and leaves lips moisturized UNIQUE APPLICATOR: For precise and easy lip color application VEGAN: 24-hour vegan liquid lipstick CRUELTY-FREE: Covergirl products are Leaping Bunny certified by Cruelty Free International, meaning theyre never tested on animals","beauty, beauty, brands, covergirl, covergirl, lipstick, covergirl, covergirl, outlast, ultimatte, step, liquid, lip, color, gives, intense, matte, color, lasts, 24, hours, comfortable, wear, matte, lip, color, formulated, transfer, resistant, leaves, lips, feeling, moisturized, single, swipe, delivers, intense, matte, color, swipe, transfer, resistant, liquid, lip, color, formula, nt, bleed, feather, 24, hour, comfortable, wear, glides, smoothly, leaves, lips, moisturized, unique, applicator, precise, easy, lip, color, application, vegan, 24, hour, vegan, liquid, lipstick, cruelty, free, covergirl, products, leaping, bunny, certified, cruelty, free, international, meaning, tested, animals",7.94
924,46228,1,1,Personal Care > Bath & Body > Body Lotions & Creams,Bath & Body Works,Bath & Body Works Merry Cherry Cheer 8.0 oz 24 Hr Moisture Body Lotion,https://i5.walmartimages.com/asr/3f190a99-55b0-48df-941c-f0ab0af2c652_1.0de455157eeeb9bb75139c93623a1d6f.jpeg | https://i5.walmartimages.com/asr/9fb14abe-172b-470b-a8e1-69fd75cdadc7_1.c25fd214b17cf65ed8dd0fc3af2e54e0.jpeg,"Bath & Body Works Merry Cherry Cheer Fruity & bright, with a dash of holiday cheer! Infused with shea butter & coconut oil, our Super Smooth Body Lotion contains more of what skin loves for an amazing feel & fragrance. This lightweight, powerful lotion melts into skin with nutrient-rich ingredients like protective vitamin E for 24 hours of nourishing moisture — guaranteed! *Details provided by Bath & Body Works","personal, care, bath, body, body, lotions, creams, bath, body, works, bath, body, works, merry, cherry, cheer, fruity, bright, dash, holiday, cheer, infused, shea, butter, coconut, oil, super, smooth, body, lotion, contains, skin, loves, amazing, feel, fragrance, lightweight, powerful, lotion, melts, skin, nutrient, rich, ingredients, like, protective, vitamin, e, 24, hours, nourishing, moisture, guaranteed, details, provided, bath, body, works",9.9
29,96961056,4.8,440,Household Essentials > Laundry > Best Laundry Detergents,Arm & Hammer,"Arm & Hammer Plus OxiClean Fresh Scent, 106 Loads Liquid Laundry Detergent, 185.5 Fl oz",https://i5.walmartimages.com/asr/37713107-580d-4d90-8410-f2ae12825d8e.f5eff83de883a7b521a3f7a391f6a5bc.jpeg | https://i5.walmartimages.com/asr/9142b359-f379-41c9-9c6f-78837759a9c1_1.d396e319d5ac2ac44381954bcde91a51.jpeg | https://i5.walmartimages.com/asr/7e28b4b6-b7ed-4e1d-b0fd-c211cc42e99a_1.1c368762b64a83c223f911136985f0a7.jpeg | https://i5.walmartimages.com/asr/46abba84-dbee-4dc0-9b47-661a7892fecf_1.d9e92e9c99a8ccc6297360fe3a50d42a.jpeg | https://i5.walmartimages.com/asr/025e7dc0-0dde-45f0-98c5-913939fcc74e_1.b20a40ba76ba8665a30fd302462d4c04.jpeg | https://i5.walmartimages.com/asr/8f722cf8-26ca-4ef4-88dc-8fd799a9ef6b_1.32e89415cae4302a4ed2c40d1093299e.jpeg | https://i5.walmartimages.com/asr/27f13362-ea5b-4a2a-9fb0-73f4341d43d8_1.b43c2ca0a72680eb8a311dd0f35f3c41.jpeg | https://i5.walmartimages.com/asr/95cf50fb-0485-4643-9471-da932c8998a9_1.a9d3def5aafab9c583111a0fbf65a8ae.jpeg | https://i5.walmartimages.com/asr/0f2e0d88-f4a1-4037-9e0e-de21d0e9d402_1.1f426dec010aba0a1b00353a77fe8d79.jpeg | https://i5.walmartimages.com/asr/a4ffab92-d50f-4133-b60a-837191baa98b_1.c61a5ba466f558c1c087145c22aa5170.jpeg | https://i5.walmartimages.com/asr/e21b1aca-2b3e-40c5-9c2c-d2e77a7f0e65_1.57d54878b591a74503f3b1ad6ac9e257.jpeg | https://i5.walmartimages.com/asr/e2589ad1-15ff-4bbc-9241-6bb1cdf3089b.42e30cda83508dd36b885c8a407be22f.jpeg,"The only liquid laundry detergent with ARM & HAMMER Freshness is supercharged with OxiClean Stain Fighters for effective stain lifting and whitening. It cleans over 101 tough stains, giving you whiter whites and brighter brights with a fresh scent. It is a special, lower-sudsing formula that rinses cleaner and is designed to work in both standard machines and todays energy conscious High Efficiency (HE) models. Its also a natural choice for taking care of every member of your family. Many of our laundry, cat litter, toothpastes and personal care products are made with ARM & HAMMER Baking Soda, delivering the quality you can count on, from the brand you trust. Versatile and affordable. Gentle yet powerful. For generations of families, ARM & HAMMER Baking Soda has been the standard of purity, and a trusted household staple in millions of cabinets and pantries. Removes over 101 tough stains Powers out dirt and odors using the power of ARM & HAMMER Baking Soda and supercharged with OxiClean Stain Fighters, Americas #1 stain fighter Additive Brand Whiter whites, brighter brights Clean rinse with low-suds formula Works in standard and High Efficiency (HE) models","household, essentials, laundry, best, laundry, detergents, arm, hammer, liquid, laundry, detergent, arm, hammer, freshness, supercharged, oxiclean, stain, fighters, effective, stain, lifting, whitening, cleans, 101, tough, stains, giving, whiter, whites, brighter, brights, fresh, scent, special, lower, sudsing, formula, rinses, cleaner, designed, work, standard, machines, todays, energy, conscious, high, efficiency, models, natural, choice, taking, care, member, family, laundry, cat, litter, toothpastes, personal, care, products, arm, hammer, baking, soda, delivering, quality, count, brand, trust, versatile, affordable, gentle, powerful, generations, families, arm, hammer, baking, soda, standard, purity, trusted, household, staple, millions, cabinets, pantries, removes, 101, tough, stains, powers, dirt, odors, power, arm, hammer, baking, soda, supercharged, oxiclean, stain, fighters, americas, 1, stain, fighter, additive, brand, whiter, whites, brighter, brights, clean, rinse, low, suds, formula, works, standard, high, efficiency, models",
9,48863,1.8,1,Premium Beauty > Premium Bath & Body > Premium Body Washes & Shower Gels,Compagnie de Provence,Compagnie de Provence Savon de Marseille Extra Pure Liquid Soap Made in France,https://i5.walmartimages.com/asr/de574cc4-e752-47ad-a962-f6bb2a4ba096_1.fad4fdc7f589ed75dcdfd61948e8680f.jpeg | https://i5.walmartimages.com/asr/429e1243-1078-47a3-b78d-be5848640f32_1.b402b9d2bf7c710e6ddc326785421ff8.jpeg,,"premium, beauty, premium, bath, body, premium, body, washes, shower, gels, compagnie, de, provence, ",23
57019,3,4.7,22,Health > Protein & Fitness > New and Trending,RARI Nutrition,"RARI Nutrition - INFINITY Preworkout - 100% Natural Pre Workout Powder - Keto and Vegan Friendly - Energy, Focus, and Performance - Men and Women - No Creatine - 30 Servings (Sour Gummy Worm)",https://i5.walmartimages.com/asr/55ace40e-330f-4915-8145-d85d53742def_1.940b67b6c8fd98e4fc21473f8ffc9ed8.jpeg | https://i5.walmartimages.com/asr/f2f7841e-9742-4ed7-99be-38dbf9d38443_1.4886c94682658b8c0f28db760d0011b7.png | https://i5.walmartimages.com/asr/c41e65a5-35a2-43f8-8e33-d9362eda8102_1.1b4c29531110adaed8cf635f8c54fe6f.png | https://i5.walmartimages.com/asr/546291f8-7512-4fca-be4d-487e23f06686_1.fc4556f3cbde5b9c8e25fbe9aff6d442.png | https://i5.walmartimages.com/asr/4e5bc193-d7bb-4d72-b478-b38da11400f7_1.0304b8f1b3111ca424e54db3b4378ccc.jpeg,"FORMULATED WITH THE BEST 100% NATURAL CLINICALLY DOSED INGREDIENTS INFINITY pre workout contains clinically dosed healthy ingredients proven to achieve maximum muscle pump, power, and high performance for both men and women. Every ingredient is scientifically dosed to achieve maximum benefits without any unnecessary fillers unlike most preworkout powders. INFINITY is creatine free, as we believe it is not a one size fits all ingredient. NO ?SHAKES, JITTERS, OR CRASHING Sustainable clean and natural energy to get you through even the most intense gym workouts, without any adverse effects such as shakes, jitters, and crashing. Most cheap pre-workout supplements on the market result in a short amount of energy, followed by a brutal crash leaving you fatigued for the rest of the day. INFINITY is formulated to avoid any undesirable side effects for both men and women. ENERGY, PUMP, AND FOCUS Not only does INFINITY pre-workout drink energize your workouts, but also ensures peak levels of pump and volume through safe nitric oxide booster ingredients and extreme focus. Want to build lean muscle mass, lose stubborn fat and achieve weight loss, runners looking to increase their cardio, or just looking for an extra boost of caffeine before workouts? INFINITY is the preworkout mix for you. No top rated pre workout product is complete without all of these elements Good Manufacturing Process (GMP) LAB CERTIFIED Our labs are GMP certified for safety and all our ingredients are tested for purity. The GMP certification is enforced by the U.S. F.D.A. so you can be completely confident in the quality and safety of our product. All RARI Nutrition products are vegan friendly. All Natural Keto Friendly Vegan friendly Gluten free","health, protein, fitness, new, trending, rari, nutrition, formulated, best, 100, natural, clinically, dosed, ingredients, infinity, pre, workout, contains, clinically, dosed, healthy, ingredients, proven, achieve, maximum, muscle, pump, power, high, performance, men, women, ingredient, scientifically, dosed, achieve, maximum, benefits, unnecessary, fillers, unlike, preworkout, powders, infinity, creatine, free, believe, size, fits, ingredient, shakes, jitters, crashing, sustainable, clean, natural, energy, intense, gym, workouts, adverse, effects, shakes, jitters, crashing, cheap, pre, workout, supplements, market, result, short, energy, followed, brutal, crash, leaving, fatigued, rest, day, infinity, formulated, avoid, undesirable, effects, men, women, energy, pump, focus, infinity, pre, workout, drink, energize, workouts, ensures, peak, levels, pump, volume, safe, nitric, oxide, booster, ingredients, extreme, focus, want, build, lean, muscle, mass, lose, stubborn, fat, achieve, weight, loss, runners, looking, increase, cardio, looking, extra, boost, caffeine, workouts, infinity, preworkout, mix, rated, pre, workout, product, complete, elements, good, manufacturing, process, gmp, lab, certified, labs, gmp, certified, safety, ingredients, tested, purity, gmp, certification, enforced, completely, confident, quality, safety, product, rari, nutrition, products, vegan, friendly, natural, keto, friendly, vegan, friendly, gluten, free",29.95
8,28,4.4,1,Premium Beauty > Premium Bath & Body > Premium Body Washes & Shower Gels,Gianna Rose,"Gianna Rose Fruit-Shaped Soap in Leaf Dish, Lemon",https://i5.walmartimages.com/asr/f8802e45-4b42-4868-88f8-d0886a400eaf_1.58adcb8cefca04c767f1cdf83ee75f9f.jpeg | https://i5.walmartimages.com/asr/a9ea01fe-1dec-4a29-987e-1099c2f1ba99_1.866324b23c3c15485705fb2bf878338e.jpeg | https://i5.walmartimages.com/asr/51097777-8374-4d34-a59f-b0e4eca8c06b_1.68eb105740733a85fc26605863112d0a.jpeg | https://i5.walmartimages.com/asr/696138ea-74fa-41ad-8830-740ad126fb07_1.c55543047d91764098384e8b9f9dfb09.jpeg,,"premium, beauty, premium, bath, body, premium, body, washes, shower, gels, gianna, rose, ",15.92
9,5,4.8,110,Seasonal > Clean Living Shop > Wellness Clean Living Shop,Puritan's Pride,"Puritans Pride Organic Liquid Flaxseed Oil - 16 fl oz, Omega 3-6-9",https://i5.walmartimages.com/asr/351125ce-62a1-49ce-bc63-0533bfde257c_1.ddea8c343156b6e97b70637ae06d5451.jpeg | https://i5.walmartimages.com/asr/ba86910b-7be8-4645-85da-00e7b23c1a76_1.7e22812aef908b2301c3375733fde5fb.jpeg | https://i5.walmartimages.com/asr/efb71c0e-a6ed-484b-8a9c-b7b10981e34d_1.4c73343c40c62f8cae766e2ae3e0a791.jpeg | https://i5.walmartimages.com/asr/d0c46752-e4d1-4ad3-88d6-517c2a782109_1.97847e298cedb8a45f35a0462b9abdf6.jpeg,"Only a handful of natural sources contain the important Omega-3, -6 and -9 fatty acids your body needs for heart, metabolic and cellular health. Our Flaxseed Oil is derived from the seeds of the Flax plant and is a terrific plant source of these important polyunsaturated fatty acids. To ensure the highest possible quality, flaxseeds are processed in a climate- and light-controlled atmosphere. They are pressed at very cold temperatures without solvents. Enjoy the healthy benefits of flaxseed in a convenient-to-use liquid form and reap the rewards of one of the best vegetarian sources of Omega-3 fatty acids found in nature. Adults can take one tablespoon per day. Supports heart, metabolic and cellular health.** One of the best vegetarian sources of Omega-3 fatty acids Adults can take one tablespoon per day","seasonal, clean, living, shop, wellness, clean, living, shop, puritan, pride, handful, natural, sources, contain, important, fatty, acids, body, needs, heart, metabolic, cellular, health, flaxseed, oil, derived, seeds, flax, plant, terrific, plant, source, important, polyunsaturated, fatty, acids, ensure, highest, possible, quality, flaxseeds, processed, light, controlled, atmosphere, pressed, cold, temperatures, solvents, enjoy, healthy, benefits, flaxseed, convenient, use, liquid, form, reap, rewards, best, vegetarian, sources, fatty, acids, found, nature, adults, tablespoon, day, supports, heart, metabolic, cellular, health, best, vegetarian, sources, fatty, acids, adults, tablespoon, day",8.4
272,-9.22E+18,1.3,257,Personal Care > Men's Essentials > Men's Bath & Body,Degree,Degree Men Dry Protection Antiperspirant Deodorant,https://i5.walmartimages.com/asr/2dfc224c-315f-4892-bdbc-f80e11b82ceb_1.638856f1ba6e3ac3679566c68aee1a64.jpeg,"Degree Men Sport helps keep you fresh and dry, no matter what. A menâ€™s antiperspirant that offers 48 hour dry protection with a dynamic scent that blends zesty lemon and bergamot orange, with a hint of manly musk. Whether youâ€™re having a long day in the office, playing sport outdoors or working out in the gym you can be confident youâ€™ll be protected from sweat and body odor. Color: Light Clear. Gender: Male.Degree Men Dry Protection Antiperspirant Deodorant","personal, care, men, essentials, men, bath, body, degree, degree, men, sport, helps, fresh, dry, matter, s, antiperspirant, offers, 48, hour, dry, protection, dynamic, scent, blends, zesty, lemon, bergamot, orange, hint, manly, musk, having, long, day, office, playing, sport, outdoors, working, gym, confident, ll, protected, sweat, body, odor, color, light, clear, gender, men, dry, protection, antiperspirant, deodorant",68.86
4,6,1,1,Beauty > Makeup > Nails,SensatioNail,"Pacific World Sensationail Gel Polish, 1 ea",https://i5.walmartimages.com/asr/52ad8e5b-ea17-48b6-9c79-ced46fab2534_1.2f63ed11bd3964bc052913f406d3e542.jpeg | https://i5.walmartimages.com/asr/15c2d22a-f90a-4ad2-91c4-e883cdb046b0_1.816b97496044580db33619946af59e73.jpeg,"Sensationail, Gel Nail Polish, Barefoot Berry, Box 0.25 OZ Contents: 1 color gel polish 0.25 fl oz; 1 manicure stick; 1 instruction sheet. Up to 2 weeks of dazzling, damage-proof wear. Invincible gel polish. Must use with LED lamp. See detailed instruction sheet inside. For customer support, FAQs, application tips and video demonstrations, visit SensatioNailGel.com. 3 easy steps. No dry time. Super-gloss shine. See the latest colors at SensatioNailGel.com. Sustainable Forestry Initiative - Certified sourcing. www.sfiprogram.org. Color Gel Polish Contains: color gel polish, manicure stick. Use the exclusive Pro 3060 LED Lamp with SensatioNail products wherever you see this: must use with LED lamp. Lamp sold separately in SensatioNail Starter Kit. Packaged in Mexico with Parts From: color gel polish - USA, manicure stick - China, instruction sheet - USA. Flammable: Do not apply to damaged or infected nails. Avoid eye and skin contact. In case of contact, rinse with water for 15 minutes; if irritation occurs, consult a physician. If swallowed, seek medical attention. Use with adequate ventilation. Keep out of reach of children. Keep away from heat and flame. Read directions for use carefully. 1 kit PO Box 5120 Irvine, CA 92629-1210 866-325-6788 Pacific World Corp Gel Polish, Color, Barefoot Berry 71687 Contents: 1 color gel polish 0.25 fl oz; 1 manicure stick; 1 instruction sheet. Up to 2 weeks of dazzling, damage-proof wear. Invincible gel polish. Must use with LED lamp. See detailed instruction sheet inside. For customer support, FAQs, application tips and video demonstrations, visit SensatioNailGel.com. 3 easy steps. No dry time. Super-gloss shine. See the latest colors at SensatioNailGel.com. Sustainable Forestry Initiative - Certified sourcing. www.sfiprogram.org. Color Gel Polish Contains: color gel polish, manicure stick. Use the exclusive Pro 3060 LED Lamp with SensatioNail products wherever you see this: must use with LED lamp. Lamp sold separately in SensatioNail Starter Kit. Packaged in Mexico with Parts From: color gel polish - USA, manicure stick - China, instruction sheet - USA.","beauty, makeup, nails, sensationail, sensationail, gel, nail, polish, barefoot, berry, box, oz, contents, 1, color, gel, polish, fl, oz, 1, manicure, stick, 1, instruction, sheet, 2, weeks, dazzling, damage, proof, wear, invincible, gel, polish, use, led, lamp, detailed, instruction, sheet, inside, customer, support, faqs, application, tips, video, demonstrations, visit, 3, easy, steps, dry, time, super, gloss, shine, latest, colors, sustainable, forestry, initiative, certified, sourcing, color, gel, polish, contains, color, gel, polish, manicure, stick, use, exclusive, pro, 3060, led, lamp, sensationail, products, use, led, lamp, lamp, sold, separately, sensationail, starter, kit, packaged, mexico, parts, color, gel, polish, usa, manicure, stick, china, instruction, sheet, usa, flammable, apply, damaged, infected, nails, avoid, eye, skin, contact, case, contact, rinse, water, 15, minutes, irritation, occurs, consult, physician, swallowed, seek, medical, attention, use, adequate, ventilation, reach, children, away, heat, flame, read, directions, use, carefully, 1, kit, po, box, 5120, irvine, 92629, 1210, 866, 325, 6788, pacific, world, corp, gel, polish, color, barefoot, berry, 71687, contents, 1, color, gel, polish, fl, oz, 1, manicure, stick, 1, instruction, sheet, 2, weeks, dazzling, damage, proof, wear, invincible, gel, polish, use, led, lamp, detailed, instruction, sheet, inside, customer, support, faqs, application, tips, video, demonstrations, visit, 3, easy, steps, dry, time, super, gloss, shine, latest, colors, sustainable, forestry, initiative, certified, sourcing, color, gel, polish, contains, color, gel, polish, manicure, stick, use, exclusive, pro, 3060, led, lamp, sensationail, products, use, led, lamp, lamp, sold, separately, sensationail, starter, kit, packaged, mexico, parts, color, gel, polish, usa, manicure, stick, china, instruction, sheet, usa",8.99
0,0,1,887,Personal Care > Feminine Care > All Feminine Care,Always,"Always Radiant Heavy Pads, Light Clean Scent with Wings, Size 2, 26 ct",https://i5.walmartimages.com/asr/21d120e1-7f92-4d1a-be77-9f8d004cd3fe.e9fb9c087a0de9637bcbdb2054ec75da.jpeg | https://i5.walmartimages.com/asr/d1144ade-0e71-46cd-b324-f6c40448f117.c3915c57fcd645eb14615427765d1058.jpeg | https://i5.walmartimages.com/asr/ecd0fb18-8fd4-4118-8595-84e1e5e0d532.27de71810928a8486a4c756df64182eb.jpeg | https://i5.walmartimages.com/asr/2dad9854-be2f-4db3-a4fb-f90aab89986a.b4462d803c89f1cb05163f59d4489d6d.jpeg | https://i5.walmartimages.com/asr/6dd5896b-b53a-4484-932a-a3be9c4b5159.6daab81d8c9d1ad2971a6755275e9381.jpeg | https://i5.walmartimages.com/asr/e07ff7fa-6212-4b84-8e4f-c54dd7f81246.18f871556521f342465437529a5c6cac.jpeg | https://i5.walmartimages.com/asr/cc335a30-0f98-4543-a14e-1eb01dba04ea.15f0991124020bb047b5395509a9ef74.jpeg | https://i5.walmartimages.com/asr/b481ccba-62e1-4357-8039-e3c127854c56.2399a097e147639fb83cfb2ebdd5cc59.jpeg | https://i5.walmartimages.com/asr/755e8ce3-c77d-4d4d-b006-8afcac6fc9bc.f8354e86331513b386f0e5dd3fa8e338.jpeg | https://i5.walmartimages.com/asr/556f8dbd-f309-4abd-9c78-9c18c905b096.cae40219820f313b1416fadca97f45b4.jpeg | https://i5.walmartimages.com/asr/53f3c140-42a6-44d0-9c16-420fb60d152b.d043b41f4ad8bcdfa38bce0404876a78.jpeg,"Find your groove with Always Radiant Pads Heavy Flow Absorbency, with up to 100% leak and odor-free protection. Inspired by the latest trends, youll love the tropical prints and patterns that remind you of sandy beaches and ocean breezes. Always Radiant features neon patterns on each pad wrapper and a surprise design inside each pack. Feel radiant with a sanitary pad that gives you both style AND comfort. Always Radiant is made with FlexFoam for a thin and flexible pad that doesnt skip out on protection. With Always Radiant, you can wear what you want and do what you want any day of the month. Always Radiant Heavy Flow Sanitary Pads with Wings, Light Clean Scent, Size 2, 26 Ct: Up to 100% leak & odor-free protection so you can wear what you want Designs and patterns inspired by the latest trends because pads dont have to be boring Zero Feel protection is possible for ultimate comfort throughout the day FlexFoam core is soft and flexible like memory foam Always Radiant Pads Heavy Flow Absorbency neutralize odors which means no worries Features a variety of neon vibes pad wrappers Also available in Sizes 1-5, use the Always My Fit sizing chart to find your fit","personal, care, feminine, care, feminine, care, , find, groove, radiant, pads, heavy, flow, absorbency, 100, leak, odor, free, protection, inspired, latest, trends, ll, love, tropical, prints, patterns, remind, sandy, beaches, ocean, breezes, radiant, features, neon, patterns, pad, wrapper, surprise, design, inside, pack, feel, radiant, sanitary, pad, gives, style, comfort, radiant, flexfoam, thin, flexible, pad, nt, skip, protection, radiant, wear, want, want, day, month, radiant, heavy, flow, sanitary, pads, wings, light, clean, scent, size, 2, 26, ct, 100, leak, odor, free, protection, wear, want, designs, patterns, inspired, latest, trends, pads, nt, boring, zero, feel, protection, possible, ultimate, comfort, day, flexfoam, core, soft, flexible, like, memory, foam, radiant, pads, heavy, flow, absorbency, neutralize, odors, means, worries, features, variety, neon, vibes, pad, wrappers, available, sizes, 1, 5, use, fit, sizing, chart, find, fit",6.97
16,15864,4.6,24,Premium Beauty > Premium Makeup > Premium Face > Premium Foundation,BareMinerals,"Bareminerals BarePRO Performance Wear Liquid Foundation SPF 20, 16 Sandstone, 1 Oz",https://i5.walmartimages.com/asr/f64c5e6f-d862-449b-b1cd-621d80fa34e0_1.ff708e718959779bd235a75c94547fdc.jpeg | https://i5.walmartimages.com/asr/fb685eee-9b3e-4a91-851f-6aa1601d5030_1.fe7fed8530abd3c6a95ba3caf397efa7.jpeg,,"premium, beauty, premium, makeup, premium, face, premium, foundation, bareminerals, ",25.5
0,22,4.3,1,Health > Superfoods & Cleanses > Colon Cleanse,Christopher's Original Formulas,"Christophers Original Formulas Quick Colon #2, 8 Oz",https://i5.walmartimages.com/asr/133673d6-604a-4e19-a458-9903d1cf2342_1.49ebb116cec9e4ca6682f3f6dd6101ca.jpeg | https://i5.walmartimages.com/asr/3512b76f-054c-4e6d-ac42-e4bdcb45038c_1.bd966eb5e5ee4bba3b4af4f9cf06d7b2.jpeg,"Organic or Wildcrafted Directions As a dietary supplement, mix 1 heaping teaspoon of powder with 4 to 6 oz of fresh juice. After consumption, drink an additional 8 to 16 oz of water. Repeat 5 times a day until the bottle is empty, or as directed by your health care professional. Free Of Fillers and chemicals. Disclaimer These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.Christophers Original Formulas Quick Colon #2, 8 Oz","health, superfoods, cleanses, colon, cleanse, christopher, original, formulas, organic, wildcrafted, directions, dietary, supplement, mix, 1, heaping, teaspoon, powder, 4, 6, oz, fresh, juice, consumption, drink, additional, 8, 16, oz, water, repeat, 5, times, day, bottle, directed, health, care, professional, free, fillers, chemicals, disclaimer, statements, evaluated, fda, products, intended, diagnose, treat, cure, prevent, original, formulas, quick, colon, 2, 8, oz",19.49
7,63,4.3,214,Beauty > Makeup > Lip Makeup > Lipstick > Liquid Lipstick,Maybelline,"Maybelline SuperStay Matte Ink Liquid Lipstick, Coffee Edition, Caramel Collector, 0.17 fl. oz.",https://i5.walmartimages.com/asr/57585e70-7047-47d0-b9a8-adb97927e54a.32e05a9a1dc43602ac3f9dbdd88f21a4.jpeg | https://i5.walmartimages.com/asr/c7d46fa0-c876-4a65-80e0-ccd1b4ec322e.233a8e7f1bf6399c3f875cff7386e3ae.jpeg | https://i5.walmartimages.com/asr/6e3d34ea-3227-418c-9277-a7db07fff16b.8cbc266cce7396a53fdf36db3f9a46a0.jpeg | https://i5.walmartimages.com/asr/d516d359-3109-4f8b-88a4-03780fd18934.f9d2b189053668032ffa8a6d13c83313.jpeg | https://i5.walmartimages.com/asr/123cd9a6-2c51-461e-bf59-0629bc0b01af.5bc4ce5d26eac9ee04b292ed9f0694b3.jpeg | https://i5.walmartimages.com/asr/296ce8fa-131c-47db-96fd-ca746441cd90.faee2dbc67402c167907fb8f3f13d6e6.jpeg | https://i5.walmartimages.com/asr/78be37ac-a76a-4e10-ad13-b83c17ee63e2.f95edabfbaca28a1cac56b1ce5cfa357.jpeg | https://i5.walmartimages.com/asr/abd1fcda-9b0e-4f59-8e1b-963031060afd.bd17526f8538c901b3922e8916f51b79.jpeg | https://i5.walmartimages.com/asr/928fe8fd-04e3-4e88-ba43-9c857f8fb387.a9caca2a54905a2de5c227ddf5f3bdaf.jpeg | https://i5.walmartimages.com/asr/45217fa2-7427-406b-93c7-60c60dac6149.2435db40ba1b264a6417a2c5ade32b46.jpeg | https://i5.walmartimages.com/asr/f719f372-0db9-4db1-ac34-37061b60d13f.9b11af92756bbef02d595a7dc7e2b658.jpeg | https://i5.walmartimages.com/asr/10ffa6f1-89c2-445d-b471-afc02d261042.36145f7a7dc8879e96dca0ba9b1d2ced.jpeg,"Intensely perfect, perfectly intense. Fuel lips in rich coffee colors. No Transfer! Up to 16 hours of saturated liquid matte with Maybelline New Yorks Superstay Matte Ink Coffee Edition Liquid Lipstick! This highly pigmented liquid matte lipstick features a unique arrow applicator for precise application. The formula is long-lasting and gives a flawless matte finish in six coffee inspired shades with delectable coffee scents. For easy removal, use with Maybellines SuperStay Eraser lipstick remover. Up to 16 hours of coffee inspired liquid matte lipstick Delectable Coffee Scent Long-lasting, saturated matte lip color Matte Ink Coffee Edition Liquid Lipstick is available in a range of richly blended coffee shades","beauty, makeup, lip, makeup, lipstick, liquid, lipstick, maybelline, intensely, perfect, perfectly, intense, fuel, lips, rich, coffee, colors, transfer, 16, hours, saturated, liquid, matte, maybelline, new, yorks, superstay, matte, ink, coffee, edition, liquid, lipstick, highly, pigmented, liquid, matte, lipstick, features, unique, arrow, applicator, precise, application, formula, long, lasting, gives, flawless, matte, finish, coffee, inspired, shades, delectable, coffee, scents, easy, removal, use, maybellines, superstay, eraser, lipstick, remover, 16, hours, coffee, inspired, liquid, matte, lipstick, delectable, coffee, scent, long, lasting, saturated, matte, lip, color, matte, ink, coffee, edition, liquid, lipstick, available, range, richly, blended, coffee, shades",7.98
41743732437,2842,1,2,Premium Beauty > Premium Men's Grooming > Premium Colognes,Montblanc,Mont Blanc Emblem Intense by Mont Blanc for Men - 3.3 oz EDT Spray,https://i5.walmartimages.com/asr/a648a8df-003d-447a-a168-229a6219aa95_1.e05ad25597992fbc2c4a1c5fb76c4db0.jpeg | https://i5.walmartimages.com/asr/fc5d9ab8-ba9a-4137-a7b6-0a24cbf81e19_1.3fb31354bee19dd3ebc3c0477df525f6.jpeg | https://i5.walmartimages.com/asr/fecdd64b-d49d-47a0-a2f4-92f0320c7941_1.ed4cb7bd83ff8caf73d3df51eebb5bfb.jpeg | https://i5.walmartimages.com/asr/def41160-3ba3-4412-8ae0-9824d0b3de46_1.1fbb2aeb8cac8b2d208871310ebfadd2.jpeg,,"premium, beauty, premium, men, grooming, premium, colognes, montblanc, ",30.58
